"x" "y" "z" "ulos"
"40" 361675 7653725 1960.38073730469 0.014127392321825
"41" 361675 7652925 2280.17895507812 0.0173298995941877
"42" 361675 7652125 2287.8994140625 0.0204550214111805
"43" 361675 7651325 2348.39526367188 0.0230474062263966
"44" 361675 7650525 2347.43530273438 0.0247134193778038
"45" 361675 7649725 2285.63793945312 0.0251448061317205
"46" 361675 7648925 1989.69714355469 0.024440685287118
"47" 361675 7648125 1874.23693847656 0.0222955774515867
"48" 361675 7647325 1371.46569824219 0.0193123668432236
"49" 361675 7646525 1199.73217773438 0.0161748863756657
"50" 361675 7645725 1091.76989746094 0.0133296307176352
"51" 361675 7644925 1919.84057617188 0.0115040577948093
"52" 362075 7643725 1626.28759765625 0.00887323170900345
"53" 362475 7655325 1918.64660644531 0.00960257556289434
"54" 362475 7654525 1855.80590820312 0.0126609541475773
"55" 362475 7653725 2058 0.0167371947318316
"56" 362475 7652925 2358.31494140625 0.0212380681186914
"57" 362475 7652125 2327.154296875 0.0260667949914932
"58" 362475 7651325 2341.15112304688 0.0303037669509649
"59" 362475 7650525 2341.81689453125 0.0330157727003098
"60" 362475 7649725 2315.76196289062 0.0335243754088879
"61" 362475 7648925 2287.49291992188 0.0316890776157379
"62" 362475 7648125 2244.65380859375 0.0282048359513283
"63" 362475 7647325 2077.12622070312 0.0241034179925919
"64" 362475 7646525 1618.15783691406 0.0197873841971159
"65" 362475 7645725 1608.30773925781 0.0158847365528345
"66" 362475 7644925 1934.98498535156 0.0128768207505345
"67" 363275 7655325 1805.61486816406 0.0100005008280277
"68" 363275 7654525 1861.35180664062 0.0140053732320666
"69" 363275 7653725 1972.52758789062 0.0195104628801346
"70" 363275 7652925 2278.22802734375 0.0261660646647215
"71" 363275 7652125 2361.2392578125 0.0335019826889038
"72" 363275 7651325 2188.90478515625 0.0417030900716782
"73" 363275 7650525 2189.89184570312 0.0466374903917313
"74" 363275 7649725 2177.5078125 0.0472310967743397
"75" 363275 7648925 2130.65844726562 0.0436002239584923
"76" 363275 7648125 2218.99487304688 0.0365852192044258
"77" 363275 7647325 2248.509765625 0.0295145865529776
"78" 363275 7646525 2199.88232421875 0.0233247186988592
"79" 363275 7645725 2141.69458007812 0.0182048268616199
"80" 363275 7644925 2012.08422851562 0.0141693595796824
"81" 363675 7643725 1431.32275390625 0.009654575958848
"82" 364075 7655325 1775.02124023438 0.00997387990355492
"83" 364075 7654525 1816.48693847656 0.0147933010011911
"84" 364075 7653725 2033.57336425781 0.0221173204481602
"85" 364075 7652925 2280.98022460938 0.0315898060798645
"86" 364075 7652125 2207.9482421875 0.0443052724003792
"87" 364075 7651325 2217.359375 0.0573258697986603
"88" 364075 7650525 2221.43627929688 0.0662574172019958
"89" 364075 7649725 2192.31201171875 0.0672556683421135
"90" 364075 7648925 2150.82080078125 0.0599043034017086
"91" 364075 7648125 2106.08862304688 0.0482650473713875
"92" 364075 7647325 2069.15209960938 0.0366494655609131
"93" 364075 7646525 2223.69995117188 0.0269035380333662
"94" 364075 7645725 2161.22216796875 0.0201194379478693
"95" 364075 7644925 2062.548828125 0.015132992528379
"96" 367675 7658925 1373.92211914062 -0.00125105178449303
"97" 364875 7655325 1757.96899414062 0.00919196661561728
"98" 364875 7654525 1783.24951171875 0.0145171713083982
"99" 364875 7653725 2133.62573242188 0.0236109849065542
"100" 364875 7652925 2267.41284179688 0.0364997275173664
"101" 364875 7652125 2212.0556640625 0.0559731610119343
"102" 364875 7651325 2256.90869140625 0.0776266157627106
"103" 364875 7650525 2299.09228515625 0.0923726633191109
"104" 364875 7649725 2283.1103515625 0.0931468084454536
"105" 364875 7648925 2177.0419921875 0.0812999606132507
"106" 364875 7648125 2110.88989257812 0.061239056289196
"107" 364875 7647325 2059.5380859375 0.0432693995535374
"108" 364875 7646525 2249.62744140625 0.0296864677220583
"109" 364875 7645725 2163.716796875 0.0212864242494106
"110" 364875 7644925 2075.9609375 0.015482840128243
"111" 365275 7643725 1768.44030761719 0.00957070291042328
"112" 367675 7639725 643.662963867188 0.0014080791734159
"113" 365675 7655325 1752.8779296875 0.0074544008821249
"114" 365675 7654525 1814.28881835938 0.0127555150538683
"115" 365675 7653725 2171.37255859375 0.0227600149810314
"116" 365675 7652925 2149.515625 0.0388731546700001
"117" 365675 7652125 2181.16162109375 0.0656001195311546
"118" 365675 7651325 2352.00170898438 0.0942226946353912
"119" 365675 7650525 2553.0498046875 0.105417370796204
"120" 365675 7649725 2464.10620117188 0.111458241939545
"121" 365675 7648925 2193.07861328125 0.103224322199821
"122" 365675 7648125 2095.63403320312 0.0724036246538162
"123" 365675 7647325 2021.76550292969 0.0474608764052391
"124" 365675 7646525 1919.22863769531 0.0312381144613028
"125" 365675 7645725 2158.90234375 0.0211091581732035
"126" 365675 7644925 2076.5947265625 0.0149430660530925
"127" 366875 7654925 1851.28186035156 0.0049523925408721
"128" 366475 7653725 2019.37890625 0.0180697906762362
"129" 366475 7652925 2085.37109375 0.0342071987688541
"130" 366475 7652125 2156.60400390625 0.0636927336454391
"131" 366475 7651325 2366.82495117188 0.097650982439518
"132" 366475 7650525 2453.85375976562 0.122939936816692
"133" 366475 7649725 2495.25952148438 0.118724279105663
"134" 366475 7648925 2177.68139648438 0.111773684620857
"135" 366475 7648125 2050.52880859375 0.0740076974034309
"136" 366475 7647325 1943.16613769531 0.0457791537046432
"137" 366475 7646525 1876.72387695312 0.0287215895950794
"138" 366475 7645725 1889.88940429688 0.0189497228711843
"139" 366475 7644925 2025.28283691406 0.0133185712620616
"140" 366875 7643725 1645.34204101562 0.00717889564111829
"141" 367275 7653725 1953.42358398438 0.0100830066949129
"142" 367275 7652925 2026.21508789062 0.0216681007295847
"143" 367275 7652125 2079.97045898438 0.0446910746395588
"144" 367275 7651325 2229.97509765625 0.0789607688784599
"145" 367275 7650525 2452.78735351562 0.0963918715715408
"146" 367275 7649725 2360.14526367188 0.104728907346725
"147" 367275 7648925 2082.572265625 0.0926813706755638
"148" 367275 7648125 1969.71032714844 0.0592084266245365
"149" 367275 7647325 1889.15856933594 0.0359243229031563
"150" 367275 7646525 1840.51354980469 0.0225279256701469
"151" 367275 7645725 1815.88684082031 0.0149290906265378
"152" 367275 7644925 1959.78381347656 0.0107121905311942
"153" 368475 7654925 1833.05358886719 -0.00283108558505774
"154" 368075 7653725 1663.251953125 -0.00118615780957043
"155" 368075 7652925 1827.27172851562 0.0042817834764719
"156" 368075 7652125 1946.13977050781 0.0156150450929999
"157" 368075 7651325 2013.57202148438 0.0347034819424152
"158" 368075 7650525 2098.51904296875 0.0547587051987648
"159" 368075 7649725 2073.59887695312 0.0601099580526352
"160" 368075 7648925 1944.88562011719 0.0490195341408253
"161" 368075 7648125 1885.755859375 0.0331005528569221
"162" 368075 7647325 1822.9580078125 0.0214433949440718
"163" 368075 7646525 1794.77478027344 0.0143081583082676
"164" 369275 7644525 1656.52880859375 0.00235340604558587
"165" 368875 7653725 1366.77990722656 -0.0109291728585958
"166" 368875 7652925 1409.38244628906 -0.0141824437305331
"167" 368875 7652125 1597.20251464844 -0.0126541601493955
"168" 368875 7651325 1808.17150878906 -0.00431054877117276
"169" 368875 7650525 1839.94653320312 0.00289919367060065
"170" 368875 7649725 1794.76928710938 0.00789336301386356
"171" 368875 7648925 1794.80688476562 0.0108253210783005
"172" 368875 7648125 1758.89453125 0.00984154362231493
"173" 368875 7647325 1750.32958984375 0.00818304438143969
"174" 368875 7646525 1751.03161621094 0.00654635485261679
"175" 370075 7654925 1502.32275390625 -0.00849146023392677
"176" 369675 7653725 1182.87768554688 -0.0152938244864345
"177" 369675 7652925 1153.99523925781 -0.0214084964245558
"178" 369675 7652125 1302.31103515625 -0.0250188335776329
"179" 369675 7651325 1581.98913574219 -0.0213134065270424
"180" 369675 7650525 1615.5380859375 -0.0194446407258511
"181" 369675 7649725 1642.37829589844 -0.0139609482139349
"182" 370075 7648525 1550.50939941406 -0.00991152320057154
"183" 370075 7646925 1509.52026367188 -0.00316875195130706
"184" 370475 7653725 1067.29040527344 -0.0158455148339272
"185" 370475 7652925 1040.24536132812 -0.0207943990826607
"186" 370475 7652125 1190.16687011719 -0.0237442050129175
"187" 370475 7651325 1370.03112792969 -0.0239114426076412
"188" 370475 7650525 1427.59521484375 -0.0229664091020823
"189" 370475 7649725 1432.58312988281 -0.0199150983244181
"190" 374075 7658925 640.50634765625 -0.00381717435084283
"191" 371675 7654925 1227.90551757812 -0.00935405865311623
"192" 371275 7653725 1009.95306396484 -0.0145314885303378
"193" 371275 7652925 960.011169433594 -0.0181573648005724
"194" 371275 7652125 954.962036132812 -0.0214948579668999
"195" 371275 7651325 1110.65625 -0.0221466384828091
"196" 371275 7650525 1157.5830078125 -0.0218610744923353
"197" 371275 7649725 1109.8759765625 -0.0205201618373394
"198" 374075 7646125 282.179748535156 -0.00639927666634321
"199" 374075 7639725 216.429840087891 -0.00125732971355319
"200" 372075 7653725 684.915771484375 -0.0138181578367949
"201" 372075 7652925 806.713745117188 -0.0157286785542965
"202" 372075 7652125 768.631225585938 -0.0180740021169186
"203" 372075 7651325 796.083618164062 -0.0193217433989048
"204" 372075 7650525 812.684509277344 -0.0193887036293745
"205" 372075 7649725 728.738159179688 -0.0187240578234196
"206" 373275 7654925 860.066650390625 -0.00839121639728546
"207" 372875 7653725 787.838989257812 -0.0114039052277803
"208" 372875 7652925 570.49853515625 -0.013655168004334
"209" 372875 7652125 569.239990234375 -0.0150795420631766
"210" 372875 7651325 523.672241210938 -0.0161312595009804
"211" 372875 7650525 437.077819824219 -0.0165647119283676
"212" 372875 7649725 470.724243164062 -0.0156278386712074
"213" 373675 7653725 686.672668457031 -0.00988299399614334
"214" 373675 7652925 420.594390869141 -0.0115434657782316
"215" 373675 7652125 375.202911376953 -0.0125784641131759
"216" 373675 7651325 337.118682861328 -0.0132189821451902
"217" 373675 7650525 327.066680908203 -0.0132694290950894
"218" 373675 7649725 321.167999267578 -0.0127432262524962
"219" 375675 7654125 297.746795654297 -0.00679519539698958
"220" 375675 7650925 73.6707077026367 -0.0082801217213273
